,video,frame_name,frame_number,mean_overall,std_overall,mean_pose,std_pose,mean_face,std_face,image_size
0,1,vid1_frame420.jpg,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9428090415820634,"(360, 640)"
1,1,vid1_frame425.jpg,1,0.0,0.0,0.0,0.0,0.6666666666666666,0.9428090415820634,"(360, 640)"
2,1,vid1_frame430.jpg,2,0.0,0.0,0.0,0.0,0.6666666666666666,0.9428090415820634,"(360, 640)"
3,1,vid1_frame435.jpg,3,0.0,0.0,0.0,0.0,0.6666666666666666,0.9428090415820634,"(360, 640)"
4,1,vid1_frame440.jpg,4,0.0,0.0,0.0,0.0,0.6666666666666666,0.9428090415820634,"(360, 640)"
5,1,vid1_frame445.jpg,5,0.0,0.0,0.0,0.0,0.6666666666666666,0.9428090415820634,"(360, 640)"
6,1,vid1_frame450.jpg,6,0.0,0.0,0.0,0.0,0.3333333333333333,1.247219128924647,"(360, 640)"
7,1,vid1_frame455.jpg,7,0.0,0.0,0.0,0.0,0.3333333333333333,1.247219128924647,"(360, 640)"
8,1,vid1_frame460.jpg,8,0.0,0.0,0.0,0.0,0.3333333333333333,1.247219128924647,"(360, 640)"
9,1,vid1_frame465.jpg,9,0.0,0.0,0.0,0.0,0.3333333333333333,1.247219128924647,"(360, 640)"
10,1,vid1_frame470.jpg,10,0.0,0.0,0.0,0.0,0.3333333333333333,1.247219128924647,"(360, 640)"
11,1,vid1_frame475.jpg,11,0.0,0.0,0.0,0.0,0.3333333333333333,1.247219128924647,"(360, 640)"
12,1,vid1_frame480.jpg,12,0.0,0.0,0.25,0.4330127018922193,0.3333333333333333,1.247219128924647,"(360, 640)"
13,1,vid1_frame485.jpg,13,0.0,0.0,0.25,0.4330127018922193,0.3333333333333333,1.247219128924647,"(360, 640)"
14,1,vid1_frame490.jpg,14,0.0,0.0,0.25,0.4330127018922193,0.3333333333333333,1.247219128924647,"(360, 640)"
15,1,vid1_frame495.jpg,15,0.0,0.0,0.25,0.4330127018922193,0.3333333333333333,1.247219128924647,"(360, 640)"
16,1,vid1_frame500.jpg,16,0.0,0.0,0.25,0.4330127018922193,0.3333333333333333,1.247219128924647,"(360, 640)"
17,1,vid1_frame505.jpg,17,0.0,0.0,0.25,0.4330127018922193,0.3333333333333333,1.247219128924647,"(360, 640)"
18,1,vid1_frame510.jpg,18,-0.5,0.8660254037844386,0.5,0.8660254037844386,1.0,1.4142135623730951,"(360, 640)"
19,1,vid1_frame515.jpg,19,-0.5,0.8660254037844386,0.5,0.8660254037844386,1.0,1.4142135623730951,"(360, 640)"
20,1,vid1_frame520.jpg,20,-0.5,0.8660254037844386,0.5,0.8660254037844386,1.0,1.4142135623730951,"(360, 640)"
21,1,vid1_frame525.jpg,21,-0.5,0.8660254037844386,0.5,0.8660254037844386,1.0,1.4142135623730951,"(360, 640)"
22,1,vid1_frame530.jpg,22,-0.5,0.8660254037844386,0.5,0.8660254037844386,1.0,1.4142135623730951,"(360, 640)"
23,1,vid1_frame535.jpg,23,-0.5,0.8660254037844386,0.5,0.8660254037844386,1.0,1.4142135623730951,"(360, 640)"
24,1,vid1_frame540.jpg,24,-1.0,1.7320508075688772,0.25,0.4330127018922193,2.0,2.160246899469287,"(360, 640)"
25,1,vid1_frame545.jpg,25,-1.0,1.7320508075688772,0.25,0.4330127018922193,2.0,2.160246899469287,"(360, 640)"
26,1,vid1_frame550.jpg,26,-1.0,1.7320508075688772,0.25,0.4330127018922193,2.0,2.160246899469287,"(360, 640)"
27,1,vid1_frame555.jpg,27,-1.0,1.7320508075688772,0.25,0.4330127018922193,2.0,2.160246899469287,"(360, 640)"
28,1,vid1_frame560.jpg,28,-1.0,1.7320508075688772,0.25,0.4330127018922193,2.0,2.160246899469287,"(360, 640)"
29,1,vid1_frame565.jpg,29,-1.0,1.7320508075688772,0.25,0.4330127018922193,2.0,2.160246899469287,"(360, 640)"
30,1,vid1_frame570.jpg,30,-1.0,1.7320508075688772,0.0,0.7071067811865476,2.3333333333333335,2.3570226039551585,"(360, 640)"
31,1,vid1_frame575.jpg,31,-1.0,1.7320508075688772,0.0,0.7071067811865476,2.3333333333333335,2.3570226039551585,"(360, 640)"
32,1,vid1_frame580.jpg,32,-1.0,1.7320508075688772,0.0,0.7071067811865476,2.3333333333333335,2.3570226039551585,"(360, 640)"
33,1,vid1_frame585.jpg,33,-1.0,1.7320508075688772,0.0,0.7071067811865476,2.3333333333333335,2.3570226039551585,"(360, 640)"
34,1,vid1_frame590.jpg,34,-1.0,1.7320508075688772,0.0,0.7071067811865476,2.3333333333333335,2.3570226039551585,"(360, 640)"
35,1,vid1_frame595.jpg,35,-1.0,1.7320508075688772,0.0,0.7071067811865476,2.3333333333333335,2.3570226039551585,"(360, 640)"
36,1,vid1_frame600.jpg,36,-1.25,1.6393596310755,0.0,1.4142135623730951,2.3333333333333335,2.3570226039551585,"(360, 640)"
37,1,vid1_frame605.jpg,37,-1.25,1.6393596310755,0.0,1.4142135623730951,2.3333333333333335,2.3570226039551585,"(360, 640)"
38,1,vid1_frame610.jpg,38,-1.25,1.6393596310755,0.0,1.4142135623730951,2.3333333333333335,2.3570226039551585,"(360, 640)"
39,1,vid1_frame615.jpg,39,-1.25,1.6393596310755,0.0,1.4142135623730951,2.3333333333333335,2.3570226039551585,"(360, 640)"
40,1,vid1_frame620.jpg,40,-1.25,1.6393596310755,0.0,1.4142135623730951,2.3333333333333335,2.3570226039551585,"(360, 640)"
41,1,vid1_frame625.jpg,41,-1.25,1.6393596310755,0.0,1.4142135623730951,2.3333333333333335,2.3570226039551585,"(360, 640)"
42,1,vid1_frame630.jpg,42,-1.25,1.6393596310755,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
43,1,vid1_frame635.jpg,43,-1.25,1.6393596310755,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
44,1,vid1_frame640.jpg,44,-1.25,1.6393596310755,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
45,1,vid1_frame645.jpg,45,-1.25,1.6393596310755,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
46,1,vid1_frame650.jpg,46,-1.25,1.6393596310755,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
47,1,vid1_frame655.jpg,47,-1.25,1.6393596310755,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
48,1,vid1_frame660.jpg,48,-1.5,1.6583123951777,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
49,1,vid1_frame665.jpg,49,-1.5,1.6583123951777,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
50,1,vid1_frame670.jpg,50,-1.5,1.6583123951777,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
51,1,vid1_frame675.jpg,51,-1.5,1.6583123951777,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
52,1,vid1_frame680.jpg,52,-1.5,1.6583123951777,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
53,1,vid1_frame685.jpg,53,-1.5,1.6583123951777,0.0,1.4142135623730951,2.0,2.160246899469287,"(360, 640)"
54,1,vid1_frame690.jpg,54,-1.5,1.6583123951777,0.5,1.8027756377319946,1.6666666666666667,2.6246692913372702,"(360, 640)"
55,1,vid1_frame695.jpg,55,-1.5,1.6583123951777,0.5,1.8027756377319946,1.6666666666666667,2.6246692913372702,"(360, 640)"
56,1,vid1_frame700.jpg,56,-1.5,1.6583123951777,0.5,1.8027756377319946,1.6666666666666667,2.6246692913372702,"(360, 640)"
57,1,vid1_frame705.jpg,57,-1.5,1.6583123951777,0.5,1.8027756377319946,1.6666666666666667,2.6246692913372702,"(360, 640)"
58,1,vid1_frame710.jpg,58,-1.5,1.6583123951777,0.5,1.8027756377319946,1.6666666666666667,2.6246692913372702,"(360, 640)"
59,1,vid1_frame715.jpg,59,-1.5,1.6583123951777,0.5,1.8027756377319946,1.6666666666666667,2.6246692913372702,"(360, 640)"
60,1,vid1_frame720.jpg,60,-1.5,1.6583123951777,0.25,1.479019945774904,2.0,2.160246899469287,"(360, 640)"
61,1,vid1_frame725.jpg,61,-1.5,1.6583123951777,0.25,1.479019945774904,2.0,2.160246899469287,"(360, 640)"
62,1,vid1_frame730.jpg,62,-1.5,1.6583123951777,0.25,1.479019945774904,2.0,2.160246899469287,"(360, 640)"
63,1,vid1_frame735.jpg,63,-1.5,1.6583123951777,0.25,1.479019945774904,2.0,2.160246899469287,"(360, 640)"
64,1,vid1_frame740.jpg,64,-1.5,1.6583123951777,0.25,1.479019945774904,2.0,2.160246899469287,"(360, 640)"
65,1,vid1_frame745.jpg,65,-1.5,1.6583123951777,0.25,1.479019945774904,2.0,2.160246899469287,"(360, 640)"
66,1,vid1_frame750.jpg,66,-1.5,1.6583123951777,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
67,1,vid1_frame755.jpg,67,-1.5,1.6583123951777,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
68,1,vid1_frame760.jpg,68,-1.5,1.6583123951777,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
69,1,vid1_frame765.jpg,69,-1.5,1.6583123951777,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
70,1,vid1_frame770.jpg,70,-1.5,1.6583123951777,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
71,1,vid1_frame775.jpg,71,-1.5,1.6583123951777,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
72,1,vid1_frame780.jpg,72,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
73,1,vid1_frame785.jpg,73,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
74,1,vid1_frame790.jpg,74,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
75,1,vid1_frame795.jpg,75,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
76,1,vid1_frame800.jpg,76,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
77,1,vid1_frame805.jpg,77,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
78,1,vid1_frame810.jpg,78,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
79,1,vid1_frame815.jpg,79,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
80,1,vid1_frame820.jpg,80,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
81,1,vid1_frame825.jpg,81,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
82,1,vid1_frame830.jpg,82,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
83,1,vid1_frame835.jpg,83,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
84,1,vid1_frame840.jpg,84,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
85,1,vid1_frame845.jpg,85,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
86,1,vid1_frame850.jpg,86,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
87,1,vid1_frame855.jpg,87,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
88,1,vid1_frame860.jpg,88,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
89,1,vid1_frame865.jpg,89,-1.25,1.6393596310755,0.0,1.224744871391589,1.3333333333333333,2.0548046676563256,"(360, 640)"
90,1,vid1_frame870.jpg,90,-1.5,1.5,-0.25,1.6393596310755,1.3333333333333333,2.0548046676563256,"(360, 640)"
91,1,vid1_frame875.jpg,91,-1.5,1.5,-0.25,1.6393596310755,1.3333333333333333,2.0548046676563256,"(360, 640)"
92,1,vid1_frame880.jpg,92,-1.5,1.5,-0.25,1.6393596310755,1.3333333333333333,2.0548046676563256,"(360, 640)"
93,1,vid1_frame885.jpg,93,-1.5,1.5,-0.25,1.6393596310755,1.3333333333333333,2.0548046676563256,"(360, 640)"
94,1,vid1_frame890.jpg,94,-1.5,1.5,-0.25,1.6393596310755,1.3333333333333333,2.0548046676563256,"(360, 640)"
95,1,vid1_frame895.jpg,95,-1.5,1.5,-0.25,1.6393596310755,1.3333333333333333,2.0548046676563256,"(360, 640)"
96,1,vid1_frame900.jpg,96,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
97,1,vid1_frame905.jpg,97,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
98,1,vid1_frame910.jpg,98,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
99,1,vid1_frame915.jpg,99,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
100,1,vid1_frame920.jpg,100,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
101,1,vid1_frame925.jpg,101,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
102,1,vid1_frame930.jpg,102,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
103,1,vid1_frame935.jpg,103,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
104,1,vid1_frame940.jpg,104,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
105,1,vid1_frame945.jpg,105,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
106,1,vid1_frame950.jpg,106,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
107,1,vid1_frame955.jpg,107,-1.5,1.5,-0.5,1.5,1.3333333333333333,2.0548046676563256,"(360, 640)"
108,1,vid1_frame960.jpg,108,-1.75,1.920286436967152,-0.5,1.5,1.6666666666666667,2.0548046676563256,"(360, 640)"
109,1,vid1_frame965.jpg,109,-1.75,1.920286436967152,-0.5,1.5,1.6666666666666667,2.0548046676563256,"(360, 640)"
110,1,vid1_frame970.jpg,110,-1.75,1.920286436967152,-0.5,1.5,1.6666666666666667,2.0548046676563256,"(360, 640)"
111,1,vid1_frame975.jpg,111,-1.75,1.920286436967152,-0.5,1.5,1.6666666666666667,2.0548046676563256,"(360, 640)"
112,1,vid1_frame980.jpg,112,-1.75,1.920286436967152,-0.5,1.5,1.6666666666666667,2.0548046676563256,"(360, 640)"
113,1,vid1_frame985.jpg,113,-1.75,1.920286436967152,-0.5,1.5,1.6666666666666667,2.0548046676563256,"(360, 640)"
114,1,vid1_frame990.jpg,114,-1.75,1.920286436967152,-0.5,1.5,2.6666666666666665,0.9428090415820634,"(360, 640)"
115,1,vid1_frame995.jpg,115,-1.75,1.920286436967152,-0.5,1.5,2.6666666666666665,0.9428090415820634,"(360, 640)"
116,1,vid1_frame1000.jpg,116,-1.75,1.920286436967152,-0.5,1.5,2.6666666666666665,0.9428090415820634,"(360, 640)"
117,1,vid1_frame1005.jpg,117,-1.75,1.920286436967152,-0.5,1.5,2.6666666666666665,0.9428090415820634,"(360, 640)"
118,1,vid1_frame1010.jpg,118,-1.75,1.920286436967152,-0.5,1.5,2.6666666666666665,0.9428090415820634,"(360, 640)"
119,1,vid1_frame1015.jpg,119,-1.75,1.920286436967152,-0.5,1.5,2.6666666666666665,0.9428090415820634,"(360, 640)"
120,1,vid1_frame1020.jpg,120,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.3333333333333335,0.4714045207910317,"(360, 640)"
121,1,vid1_frame1025.jpg,121,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.3333333333333335,0.4714045207910317,"(360, 640)"
122,1,vid1_frame1030.jpg,122,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.3333333333333335,0.4714045207910317,"(360, 640)"
123,1,vid1_frame1035.jpg,123,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.3333333333333335,0.4714045207910317,"(360, 640)"
124,1,vid1_frame1040.jpg,124,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.3333333333333335,0.4714045207910317,"(360, 640)"
125,1,vid1_frame1045.jpg,125,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.3333333333333335,0.4714045207910317,"(360, 640)"
126,1,vid1_frame1050.jpg,126,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.0,0.816496580927726,"(360, 640)"
127,1,vid1_frame1055.jpg,127,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.0,0.816496580927726,"(360, 640)"
128,1,vid1_frame1060.jpg,128,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.0,0.816496580927726,"(360, 640)"
129,1,vid1_frame1065.jpg,129,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.0,0.816496580927726,"(360, 640)"
130,1,vid1_frame1070.jpg,130,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.0,0.816496580927726,"(360, 640)"
131,1,vid1_frame1075.jpg,131,-1.75,2.0463381929681126,-0.5,1.6583123951777,2.0,0.816496580927726,"(360, 640)"
