,video,mean_overall,std_overall,mean_pose,std_pose,mean_face,std_face
0,1,0.6666666666666666,1.8856180831641267,0.0,0.0,2.0,0.0
1,1,0.6666666666666666,1.8856180831641267,0.0,0.0,2.0,0.0
2,1,0.6666666666666666,1.8856180831641267,0.0,0.0,2.0,0.0
3,1,0.6666666666666666,1.8856180831641267,0.0,0.0,2.0,0.0
4,1,0.6666666666666666,1.8856180831641267,0.0,0.0,2.0,0.0
5,1,0.5,2.140872096444188,0.0,0.0,2.0,0.0
6,1,0.6666666666666666,2.2852182001336816,0.0,0.0,2.0,0.0
7,1,0.6666666666666666,2.2852182001336816,0.0,0.0,2.0,0.0
8,1,0.6666666666666666,2.2852182001336816,0.0,0.0,2.0,0.0
9,1,0.6666666666666666,2.2852182001336816,0.0,0.0,2.0,0.0
10,1,0.6666666666666666,2.2852182001336816,0.0,0.0,2.0,0.0
11,1,0.6666666666666666,2.2852182001336816,0.0,0.0,2.0,0.0
12,1,0.5,2.140872096444188,0.0,0.0,2.0,0.0
13,1,0.6666666666666666,1.8856180831641267,0.0,0.0,2.0,0.0
14,1,0.6666666666666666,1.8856180831641267,0.0,0.0,2.0,0.0
15,1,0.6666666666666666,1.8856180831641267,0.0,0.0,2.3333333333333335,0.4714045207910317
16,1,0.5,1.8027756377319946,0.0,0.0,2.3333333333333335,0.4714045207910317
17,1,0.6666666666666666,1.5986105077709065,0.0,0.0,1.6666666666666667,0.4714045207910317
18,1,0.8333333333333334,1.674979270186815,0.0,0.0,2.0,0.816496580927726
19,1,1.0,1.4142135623730951,0.0,0.0,1.6666666666666667,0.4714045207910317
20,1,1.1666666666666667,1.5723301886761007,0.0,0.0,1.6666666666666667,0.4714045207910317
21,1,1.1666666666666667,1.5723301886761007,0.0,0.0,1.6666666666666667,0.4714045207910317
22,1,1.1666666666666667,1.5723301886761007,0.0,0.0,1.6666666666666667,0.4714045207910317
23,1,1.1666666666666667,1.5723301886761007,0.0,0.0,1.6666666666666667,0.4714045207910317
24,1,0.8333333333333334,2.1147629234082532,0.0,0.0,1.6666666666666667,0.4714045207910317
25,1,0.6666666666666666,1.9720265943665387,0.0,0.0,1.6666666666666667,0.4714045207910317
26,1,0.6666666666666666,1.5986105077709065,0.0,0.0,1.6666666666666667,0.4714045207910317
27,1,0.6666666666666666,2.0548046676563256,0.0,0.0,1.3333333333333333,0.4714045207910317
28,1,0.6666666666666666,1.7950549357115015,0.0,0.0,1.3333333333333333,0.4714045207910317
29,1,0.6666666666666666,1.7950549357115015,0.0,0.0,1.3333333333333333,0.4714045207910317
30,1,0.5,1.8929694486000912,0.0,0.0,0.6666666666666666,1.247219128924647
31,1,0.3333333333333333,2.0548046676563256,0.0,0.0,0.0,0.816496580927726
32,1,0.3333333333333333,2.4267032964268394,0.0,0.0,-0.3333333333333333,0.9428090415820634
33,1,0.3333333333333333,2.4267032964268394,0.0,0.0,-0.3333333333333333,0.9428090415820634
34,1,0.3333333333333333,2.4267032964268394,0.0,0.0,-0.3333333333333333,0.9428090415820634
35,1,0.5,2.217355782608345,0.0,0.0,-0.3333333333333333,0.9428090415820634
36,1,0.5,2.217355782608345,0.0,0.0,-0.3333333333333333,0.9428090415820634
37,1,0.5,2.217355782608345,0.0,0.0,-0.3333333333333333,0.9428090415820634
38,1,0.5,2.217355782608345,0.0,0.0,-0.3333333333333333,0.9428090415820634
39,1,1.0,1.9148542155126762,0.0,0.0,-0.3333333333333333,0.9428090415820634
40,1,0.8333333333333334,1.9507833184532708,0.0,0.0,-0.3333333333333333,0.9428090415820634
41,1,0.8333333333333334,1.9507833184532708,0.0,0.0,-0.3333333333333333,0.9428090415820634
42,1,0.8333333333333334,1.9507833184532708,0.0,0.0,0.0,0.816496580927726
43,1,1.0,1.9148542155126762,0.0,0.0,0.0,0.816496580927726
44,1,1.0,1.9148542155126762,0.0,0.0,0.0,0.816496580927726
45,1,1.0,1.9148542155126762,0.0,0.0,0.0,0.816496580927726
46,1,1.1666666666666667,1.9507833184532712,0.0,0.0,0.0,0.816496580927726
47,1,1.1666666666666667,1.9507833184532712,0.0,0.0,0.0,0.816496580927726
48,1,1.0,2.23606797749979,0.0,0.0,0.0,0.816496580927726
49,1,1.0,2.23606797749979,0.0,0.0,1.0,0.816496580927726
50,1,1.0,2.23606797749979,0.0,0.0,1.3333333333333333,0.9428090415820634
51,1,1.0,2.23606797749979,0.0,0.0,1.3333333333333333,0.9428090415820634
52,1,1.1666666666666667,2.3392781412697,0.0,0.0,1.3333333333333333,0.9428090415820634
53,1,1.1666666666666667,2.3392781412697,0.0,0.0,1.3333333333333333,0.9428090415820634
54,1,1.1666666666666667,2.3392781412697,0.0,0.0,1.3333333333333333,0.9428090415820634
55,1,1.1666666666666667,2.3392781412697,0.0,0.0,1.3333333333333333,0.9428090415820634
56,1,1.5,2.140872096444188,0.0,0.0,1.3333333333333333,0.9428090415820634
57,1,1.5,2.140872096444188,0.0,0.0,1.3333333333333333,0.9428090415820634
58,1,1.5,2.140872096444188,0.0,0.0,1.3333333333333333,0.9428090415820634
59,1,1.3333333333333333,2.054804667656325,0.0,0.0,1.6666666666666667,1.247219128924647
60,1,1.3333333333333333,2.054804667656325,0.0,0.0,1.6666666666666667,1.247219128924647
61,1,1.3333333333333333,2.054804667656325,0.0,0.0,1.6666666666666667,1.247219128924647
62,1,1.5,1.707825127659933,0.0,0.0,1.6666666666666667,1.247219128924647
63,1,1.5,1.707825127659933,0.0,0.0,1.6666666666666667,1.247219128924647
64,1,1.3333333333333333,2.054804667656325,0.0,0.0,1.3333333333333333,1.247219128924647
65,1,1.5,2.217355782608345,0.0,0.0,1.0,1.4142135623730951
66,1,1.5,2.217355782608345,0.0,0.0,1.0,1.4142135623730951
67,1,1.5,2.217355782608345,0.0,0.0,1.3333333333333333,1.247219128924647
68,1,1.5,2.217355782608345,0.0,0.0,1.3333333333333333,1.247219128924647
69,1,1.5,2.217355782608345,0.0,0.0,1.3333333333333333,1.247219128924647
70,1,1.5,2.217355782608345,0.0,0.0,1.3333333333333333,1.247219128924647
71,1,1.5,2.217355782608345,0.0,0.0,1.3333333333333333,1.247219128924647
72,1,1.3333333333333333,2.2852182001336816,0.0,0.0,1.3333333333333333,1.247219128924647
73,1,1.1666666666666667,2.266911751455907,0.0,0.0,1.6666666666666667,1.247219128924647
74,1,1.1666666666666667,2.266911751455907,0.0,0.0,1.6666666666666667,1.247219128924647
75,1,1.1666666666666667,2.266911751455907,0.0,0.0,2.0,0.816496580927726
76,1,1.1666666666666667,2.266911751455907,0.0,0.0,2.0,0.816496580927726
77,1,1.1666666666666667,2.266911751455907,2.0,0.0,2.0,0.816496580927726
78,1,1.1666666666666667,2.266911751455907,2.0,0.0,2.0,0.816496580927726
79,1,1.1666666666666667,2.266911751455907,2.0,0.0,2.0,0.816496580927726
80,1,1.1666666666666667,2.266911751455907,2.0,0.0,2.3333333333333335,0.9428090415820634
81,1,1.1666666666666667,2.266911751455907,2.0,0.0,2.3333333333333335,0.9428090415820634
82,1,1.0,2.23606797749979,2.0,0.0,2.3333333333333335,0.9428090415820634
83,1,1.0,2.23606797749979,2.0,0.0,2.3333333333333335,0.9428090415820634
84,1,1.0,2.23606797749979,2.0,0.0,2.3333333333333335,0.9428090415820634
85,1,1.0,2.23606797749979,2.0,0.0,2.3333333333333335,0.9428090415820634
86,1,1.0,2.23606797749979,2.0,0.0,2.0,1.4142135623730951
87,1,1.1666666666666667,1.950783318453271,2.0,0.0,1.6666666666666667,1.247219128924647
88,1,1.1666666666666667,1.950783318453271,2.0,0.0,1.6666666666666667,1.247219128924647
89,1,1.1666666666666667,1.950783318453271,2.0,0.0,1.6666666666666667,1.247219128924647
90,1,1.0,2.0816659994661326,2.0,0.0,1.6666666666666667,1.247219128924647
91,1,1.1666666666666667,1.950783318453271,2.0,0.0,1.6666666666666667,1.247219128924647
92,1,1.1666666666666667,1.950783318453271,2.0,0.0,1.6666666666666667,1.247219128924647
93,1,1.1666666666666667,1.950783318453271,2.0,0.0,1.6666666666666667,1.247219128924647
94,1,1.1666666666666667,1.950783318453271,2.0,0.0,1.6666666666666667,1.247219128924647
95,1,1.1666666666666667,1.950783318453271,2.0,0.0,1.6666666666666667,1.247219128924647
96,1,1.0,2.23606797749979,2.0,0.0,1.3333333333333333,0.9428090415820634
97,1,1.0,2.23606797749979,2.0,0.0,1.3333333333333333,0.9428090415820634
98,1,1.3333333333333333,1.699673171197595,2.0,0.0,1.3333333333333333,0.9428090415820634
99,1,1.3333333333333333,1.699673171197595,2.0,0.0,1.3333333333333333,0.9428090415820634
100,1,1.3333333333333333,1.699673171197595,2.0,0.0,1.6666666666666667,1.247219128924647
101,1,1.3333333333333333,1.699673171197595,2.0,0.0,1.6666666666666667,1.247219128924647
102,1,1.3333333333333333,1.699673171197595,2.0,0.0,1.6666666666666667,1.247219128924647
103,1,1.3333333333333333,1.699673171197595,2.0,0.0,1.6666666666666667,1.247219128924647
104,1,1.3333333333333333,1.699673171197595,2.0,0.0,1.0,1.4142135623730951
105,1,1.3333333333333333,1.699673171197595,2.0,0.0,1.3333333333333333,1.247219128924647
106,1,1.3333333333333333,1.699673171197595,2.0,0.0,1.3333333333333333,1.247219128924647
